Firm.Name,City,State,Firm.Number,Registration.Date,Expires,Type of Business,Last.Updated,Board Order
"FRUCI & ASSOCIATES II, PLLC",Spokane,WA,5600,07/12/2011,06/30/2026,Limited Liability Partnership,,
"AARON D. FAULK CPA, PS",Seattle,WA,47498,07/18/2011,06/30/2026,P.S. Corporation,,
"BARBARA N. MEAD, CPA, PS",SEATTLE,WA,47507,07/18/2011,06/30/2020,Corporation,,
"BRIAN A. DEVEAU CPA, PS",SEATTLE,WA,47506,07/18/2011,06/30/2020,P.S. Corporation,,
"BRYAN POWELL, CPA, P.S.",Seattle,WA,5610,07/18/2011,06/30/2026,Corporation,,
"CARLEEN J. SNYDER, CPA, P.S.",Seattle,WA,5609,07/18/2011,06/30/2026,Corporation,,
"CHRISTOPHER E. RIVARD, CPA, P.S.",SEATTLE,WA,47502,07/18/2011,06/30/2020,Corporation,,
"CHRISTOPHER G. SCHMIDT, CPA, P.S.",SEATTLE,WA,5606,07/18/2011,06/30/2023,Corporation,,
"CRAIG D. ANDERSON, PS",Seattle,WA,5604,07/18/2011,06/30/2026,P.S. Corporation,,
"DANIEL J. CHEYNEY, P.S.",Seattle,WA,5613,07/18/2011,06/30/2026,P.S. Corporation,,
"DANIEL T. DEMCHUK CPA, P.S.",Seattle,WA,5616,07/18/2011,06/30/2026,P.S. Corporation,,
"DANIEL T. GAFFNEY, PS",Seattle,WA,47509,07/18/2011,06/30/2026,P.S. Corporation,,
"DARIN M. GOEHNER, CPA, P.S.",Seattle,WA,5615,07/18/2011,06/30/2026,Corporation,,
"DAVID A. FOLLETT, CPA, PS",Seattle,WA,5619,07/18/2011,06/30/2026,P.S. Corporation,,
"DAVID W. SCHILLING, CPA, P.S.",SEATTLE,WA,5618,07/18/2011,06/30/2023,P.S. Corporation,,
"MARK E. THOMA, P.S.",SEATTLE,WA,5631,07/18/2011,06/30/2023,Corporation,,
"MICHAEL G. HALL, CPA, PS",Seattle,WA,5633,07/18/2011,06/30/2026,P.S. Corporation,,
"MICHAEL R. THRONSON, CPA PS",Seattle,WA,5634,07/18/2011,06/30/2026,Corporation,,
"RICK BETTS, CPA, PS",SEATTLE,WA,47535,07/18/2011,06/30/2020,P.S. Corporation,,
"ROGER E. RANCOURT, CPA PS",SEATTLE,WA,5642,07/18/2011,06/30/2023,Corporation,,
"VALERIE L. PERRY, CPA PS",Seattle,WA,47540,07/18/2011,06/30/2026,Corporation,,
"WEBER & ASSOCIATES, LLC",KIRKLAND,WA,5675,10/18/2011,06/30/2020,Limited Liability Company,,
"ROBERTS & COMPANY, CPAS, P.S.",Mountlake Terrace,WA,5679,10/21/2011,06/30/2026,P.S. Corporation,,
RICHARD W BURKHARDT CPA,Edmonds,WA,5676,10/19/2011,06/30/2026,Sole Proprietorship,,
"CASSABON FUNG, LLP",Fresno,CA,5682,10/28/2011,06/30/2026,Limited Liability Partnership,,
"SEATTLE CPA PROFESSIONALS, LLC",Seattle,WA,47576,10/25/2011,06/30/2026,Limited Liability Company,,
"V K LITZ, CPA, PLLC",EDGEWOOD,WA,47580,11/02/2011,06/30/2020,Limited Liability Company,,
"MKD, CPA'S PLLC",SEATTLE,WA,47578,10/31/2011,06/30/2020,Limited Liability Company,,
JAESOON PARK CPA PLLC,Federal Way,WA,5684,10/31/2011,06/30/2026,Limited Liability Company,,
"SALMON SIMS THOMAS & ASSSOCIATES, PLLC",DALLAS,TX,5710,01/23/2012,07/01/2021,Limited Liability Company,,
MICHAEL D PATRICK PLLC,Spokane,WA,5686,11/04/2011,06/30/2026,Limited Liability Company,,
MERRILL KAUFMAN PLLC,Clarkston,WA,5689,11/30/2011,06/30/2026,Limited Liability Company,,
"H & H ACCOUNTING AND TAX SERVICES, LLC",Renton,WA,5690,12/05/2011,06/30/2026,Limited Liability Company,,
"NIGAM SHAH, CPA",Renton,WA,47587,12/12/2011,06/30/2026,Sole Proprietorship,,
RODGERS & COMPANY LLC,BELLEVUE,WA,5693,12/15/2011,06/30/2020,Limited Liability Company,,
INSIGHT ACCOUNTING SOLUTIONS LLC,Richland,WA,5696,01/03/2012,06/30/2027,Limited Liability Company,,
RON CUBELLIS CPA,Bellingham,WA,5697,01/03/2012,06/30/2027,Sole Proprietorship,,
"VSH, PLLC",Bellingham,WA,5698,01/03/2012,06/30/2027,Limited Liability Company,,
"DARRCIE INMAN, CPA",Helena,MT,47596,01/09/2012,06/30/2024,Sole Proprietorship,,
MICHAEL J. FLUHARTY CPA PLLC,Drain,OR,5702,01/09/2012,06/30/2021,Limited Liability Company,,
PERKINS & ZLATICH CPAS PS,PASCO,WA,5711,01/23/2012,06/30/2024,P.S. Corporation,,
"POINTGUARD FINANCIAL, PLLC",Spokane Valley,WA,5708,01/23/2012,06/30/2027,Limited Liability Company,,
KIM'S ACCOUNTING FIRM PLLC,Lakewood,WA,5718,02/02/2012,06/30/2027,Limited Liability Company,,
"DAVID T. JAHNS, CPA",Burlington,WA,5723,02/15/2012,06/30/2027,Sole Proprietorship,,
ANAYA ASSOCIATES PLLC,Sammamish,WA,5735,03/21/2012,06/30/2027,Limited Liability Company,,
JOSEPH DEACON CPA PLLC,BELLINGHAM,WA,5749,05/02/2012,07/01/2021,Limited Liability Company,,
"NATALIE DAVIDSON, C.P.A., P.S.",Bainbridge Island,WA,5750,05/03/2012,06/30/2027,P.S. Corporation,,
RONALD J BASSAGE CPA PLLC,University Place,WA,5754,05/18/2012,06/30/2027,Limited Liability Company,,
"MICHAEL FOHN, CPA, P.S.",BURLINGTON,WA,5755,05/21/2012,07/01/2021,Professional Corporation,,
"GEHRING & FARRWOOD, INC",Pullman,WA,47649,06/01/2012,06/30/2027,Limited Liability Company,,
"ROGER G. CASTRO, CPA",Battle Ground,WA,5760,06/13/2012,10/09/2023,Sole Proprietorship,,
"DANIEL R NEUHARTH, CPA",Monroe,WA,5770,07/02/2012,03/03/2024,Sole Proprietorship,,
"N. SHARLEE LUBEN, CPA",EDGEWOOD,WA,5765,06/22/2012,08/15/2022,Sole Proprietorship,,
LINFORD & COMPANY LLP,Denver,CO,5767,06/22/2012,06/30/2024,Limited Liability Partnership,,
"MUELLER & PARTIN CPAS AND FORENSIC ECONOMISTS, P.S",BELLEVUE,WA,47662,07/11/2012,05/20/2020,P.S. Corporation,,
"MICHAEL B. KLEINER, CPA, PLLC",SEATTLE,WA,47671,08/01/2012,11/02/2020,Limited Liability Company,,
"NEIS CPA INC., P.S.",LANGLEY,WA,47676,08/22/2012,07/01/2021,P.S. Corporation,,
"TROY REICHLEIN, CPA",LAKE OSWEGO,OR,47685,09/13/2012,06/30/2021,Sole Proprietorship,,
"STEPHEN B. WORKMAN,CPA, P.C.",LA CENTER,WA,5790,08/27/2012,06/30/2027,Professional Corporation,,
METTLER CPA PLLC,Spokane Valley,WA,5793,09/10/2012,06/30/2027,Limited Liability Company,,
"ANGELA R. IMES, CPA",REDMOND,WA,47690,10/12/2012,12/14/2020,Sole Proprietorship,,
"ISHII & ASSOCIATES, LLC",SEATTLE,WA,47693,10/19/2012,06/30/2027,Limited Liability Company,,
"DAVIDSON, DOYLE & HILTON, LLP",Lynchburg,VA,47710,11/21/2012,06/30/2027,Limited Liability Partnership,,
ARTINO ADVISORY GROUP PS,Bellingham,WA,5814,11/07/2012,06/30/2027,P.S. Corporation,,
"RECK & ASSOCIATES, PLLC",Renton,WA,5815,11/09/2012,06/30/2027,Limited Liability Company,,
CLARK AND ASSOCIATES CPA P.S.,Tukwila,WA,5816,11/13/2012,06/30/2027,Professional Corporation,,
"WILL CHEN, CPA PLLC",Edmonds,WA,47708,11/20/2012,06/30/2027,Limited Liability Company,,
"HOLLY KOPRA, CPA, PLLC",Everett,WA,5821,11/21/2012,06/30/2027,Limited Liability Company,,
"SHIELDS TAX & CPA, PLLC",Vancouver,WA,5827,12/06/2012,06/30/2027,Limited Liability Company,,
GDM PRIVATE FINANCIAL SOLUTIONS,Bellevue,WA,5823,11/28/2012,06/30/2024,Limited Liability Company,,
THESMAN PROFESSIONAL SERVICES P.C.,LOPEZ ISLAND,WA,5828,12/06/2012,12/08/2021,Professional Corporation,,
MICHAEL SIMPSON CPA,Brush Prairie,WA,5834,01/02/2013,06/30/2025,Sole Proprietorship,,
HDW TAX SERVICES,Lynnwood,WA,5829,12/12/2012,06/30/2027,Sole Proprietorship,,
"CHRISTOPHER T. MUTCHLER, CERTIFIED PUBLIC ACCOUNTANT",SEABECK,WA,47719,12/17/2012,07/01/2021,Limited Liability Company,,
"SCOTT & NELSON CERTIFIED PUBLIC ACCOUNTANTS, PLLC",Bremerton,WA,5831,12/21/2012,06/30/2027,Limited Liability Company,,
"WILLIAM F. CRANE, CPA",SPANAWAY,WA,47721,12/26/2012,06/30/2024,Sole Proprietorship,,
Alloway & Jones PS,Seattle,WA,5841,01/04/2013,06/30/2028,P.S. Corporation,,
SEATTLE CPA FIRM LLC,SEATTLE,WA,5859,01/30/2013,06/30/2028,Limited Liability Company,,
"JULIUS D AGBAYANI, CPA PLLC",Vancouver,WA,5844,01/15/2013,06/30/2028,Limited Liability Company,,
DORA RAJKHOWA CPA PLLC,Sammamish,WA,5843,01/15/2013,06/30/2028,Limited Liability Company,,
PORTERKINNEY PC,Kennewick,WA,5842,01/14/2013,06/30/2025,Professional Corporation,,
"STEPHEN J WEHNER EA, CPA",Clinton,WA,47744,01/29/2013,02/04/2022,Sole Proprietorship,,
SUMMIT ACCOUNTING SERVICES LLC,Fall City,WA,5855,01/29/2013,06/30/2028,Limited Liability Company,,
CONE & COMPANY PC,Spokane Valley,WA,47738,01/28/2013,06/30/2025,Professional Corporation,,
GUMBINER SAVETT INC.,SANTA MONICA,CA,5851,01/28/2013,06/30/2022,Corporation,,
SHANNON HYLAND CPA PS,Mountlake Terrace,WA,47761,04/08/2013,06/30/2028,P.S. Corporation,,
ACCOUNT ON WHEELS,COCHISE,AZ,5879,04/19/2013,06/30/2022,Sole Proprietorship,,
"STEVEN A FINLEY, CPA PLLC",Milton,WA,47765,04/18/2013,06/30/2025,Limited Liability Company,,
DAVID DIERST CPA,Bellevue,WA,5876,04/18/2013,06/30/2028,Sole Proprietorship,,
THERESE LITTON CPA,East Wenatchee,WA,5883,05/01/2013,06/30/2028,Sole Proprietorship,,
"RAC-CPA, PLLC",SEATTLE,WA,47772,05/01/2013,06/30/2022,Limited Liability Company,,
JIM MA PLLC,Lynnwood,WA,5886,05/03/2013,06/30/2028,Limited Liability Company,,
"JENNIFER L. UNRAU, CPA & ASSOCIATES PS",Tacoma,WA,5881,05/01/2013,06/30/2025,P.S. Corporation,,
AUGUSTEDGE PLLC,Wenatchee,WA,5891,05/17/2013,06/30/2022,Limited Liability Company,,
CHUN H LEE CPA PLLC,Bremerton,WA,5892,05/20/2013,06/30/2025,Limited Liability Company,,
WILLS & ASSOCIATES PLLC,Pullman,WA,5896,06/14/2013,06/30/2028,Limited Liability Company,,
FRIEDMAN LLP,EAST HANOVER,NJ,5898,06/21/2013,06/30/2022,Limited Liability Partnership,,
"TERESA D JOHNSON, CPA INC",Ridgefield,WA,5897,06/21/2013,06/30/2028,Corporation,,
"THE DAWSON GROUP, PS",Edmonds,WA,5900,06/26/2013,07/29/2022,P.S. Corporation,,
SOUND SENSE MONEY MANAGEMENT LLC,BELLEVUE,WA,5899,06/26/2013,06/30/2022,Limited Liability Company,,
"UNITY BUSINESS ADVISORS, INC.",Lynnwood,WA,47791,07/05/2013,06/30/2028,Corporation,,
RONDA BAKER ANDREWS CPA,Corvallis,OR,5902,07/03/2013,06/30/2025,Sole Proprietorship,,
"H. SONIA HUANG, CPA, PLLC",Bothell,WA,5906,07/12/2013,06/30/2022,Limited Liability Company,,
TONY H CHANG CPA PLLC,Redmond,WA,5910,08/01/2013,06/30/2028,Limited Liability Company,,
"DAWSON & CO., PS",LONGVIEW,WA,5912,08/19/2013,06/30/2028,P.S. Corporation,,
"BENNETT ACCOUNTING SERVICES, LLC",Tuttle,OK,6373,12/30/2016,06/30/2025,Limited Liability Company,,
"HANFORD & ASSOCIATES, LLC",West Richland,WA,6372,12/30/2016,06/30/2025,Limited Liability Company,,
"STEVENSON GROUP CPA INC., PS",Ferndale,WA,6374,01/09/2017,06/30/2026,P.S. Corporation,,
"CINDY NELSON & ASSOCIATES, PLLC",REDMOND,WA,48259,01/10/2017,06/30/2020,Limited Liability Company,,
SCOTT ZEEMAN CERTIFIED PUBLIC ACCOUNTANTS PC,PORT TOWNSEND,WA,6376,01/13/2017,01/30/2023,Professional Corporation,,
"DAWN WALLACE, CPA PLLC",BRUSH PRAIRIE,WA,6377,01/13/2017,06/30/2020,Limited Liability Company,,
"BARNETT, COLE AND ASSOCIATES",SEATTLE,WA,48263,01/17/2017,06/30/2020,Limited Liability Company,,
"NICHOLAS KNAPTON SPOKANE, P.S.",Spokane,WA,6380,01/18/2017,06/30/2023,Corporation,,
MARCIA S GAVEN CPA,Bellingham,WA,6381,01/18/2017,06/30/2026,Sole Proprietorship,,
"ERIKA J. McCowan, CPA",SPOKANE,WA,48267,01/25/2017,11/04/2020,Sole Proprietorship,,
"NICHOLAS KNAPTON SEATTLE, P.S.",Seattle,WA,6384,01/25/2017,06/30/2023,Corporation,,
"JEFF E. LEARY, CPA, PLLC",Bellevue,WA,6382,01/23/2017,06/30/2026,Limited Liability Company,,
"HUTCHINSON & WALTER, CPAS",BELLEVUE,WA,48269,01/25/2017,06/30/2020,Limited Liability Company,,
"DONNA GRAHAM, CPA LLC",Battle Ground,WA,5980,01/24/2014,06/30/2026,Limited Liability Company,,
"SHERRILYN TRUE OWZARSKI, CPA",HOQUIAM,WA,5983,02/03/2014,06/30/2020,Sole Proprietorship,,
"WHITSELL & CO., PS, INC.",WOODINVILLE,WA,5985,02/05/2014,10/06/2022,P.S. Corporation,,
INNOV8 CPAS PLLC,BELLINGHAM,WA,5986,02/05/2014,06/30/2023,Limited Liability Partnership,,
DAVID CRAM CPA,Vancouver,WA,5990,02/19/2014,06/30/2026,Sole Proprietorship,,
MARCUM LLP,New York,NY,5994,02/24/2014,06/30/2026,Limited Liability Partnership,,
"KROSCHEL ACCOUNTING SERVICES, PLLC",NORTH BEND,WA,5992,02/24/2014,06/30/2023,Limited Liability Company,,
RONALD S STARK PLLC,Yakima,WA,5989,02/19/2014,06/30/2026,Limited Liability Company,,
ARKLEY ACCOUNTING GROUP,SEATTLE,WA,47883,03/03/2014,01/06/2020,Sole Proprietorship,,
"ANDREW DRESSLER, III, CERTIFIED PUBLIC ACCOUNTANT",WALLA WALLA,WA,5996,03/04/2014,06/30/2020,Sole Proprietorship,,
"MIDDLETON & COMPANY, CPA, PC",Beaverton,OR,5999,03/21/2014,06/30/2026,Professional Corporation,,
AMER & ASSOCIATES CPAS LLC,SEATTLE,WA,47886,03/18/2014,06/30/2020,Limited Liability Company,,
DIANE BINGAMAN CPA LLC,OLYMPIA,WA,47889,03/28/2014,06/30/2020,Limited Liability Company,,
JOHNSON GLAZE & CO. P.C.,SALEM,OR,47893,04/03/2014,06/30/2020,Professional Corporation,,
DENISE C DAMPIER CPA,Charlotte,NC,6006,04/09/2014,06/30/2026,Sole Proprietorship,,
"MARY K. WRIGHT, P.S.",Seattle,WA,47892,04/03/2014,06/30/2026,P.S. Corporation,,
BALDWIN MOFFITT PLLC,PHOENIX,AZ,6009,04/25/2014,09/23/2021,Limited Liability Company,,
"GRANDINETTI & ASSOCIATES, P.S.",Spokane,WA,47896,04/25/2014,06/30/2026,P.S. Corporation,,
JEFFREY M FEY PS,Seattle,WA,6022,04/29/2014,06/30/2026,P.S. Corporation,,
J PHILIP PRIGGE CPA INC,OCEAN SHORES,WA,47911,04/29/2014,06/30/2020,P.S. Corporation,,
GREGGORY E AMEND PS,Seattle,WA,47916,04/29/2014,06/30/2026,P.S. Corporation,,
ANDREW J CATES PS,Seattle,WA,6035,04/29/2014,06/30/2026,P.S. Corporation,,
ROY R DEAVER PS,Seattle,WA,6033,04/29/2014,06/30/2026,P.S. Corporation,,
MADELAINE H STEWART CPA,SNOHOMISH,WA,47929,05/06/2014,06/30/2020,Sole Proprietorship,,
ERICA E FORHAN PS,Seattle,WA,47919,04/29/2014,06/30/2026,P.S. Corporation,,
FINDLEY O GILLESPIE PS,Seattle,WA,6029,04/29/2014,06/30/2026,P.S. Corporation,,
"MAYUMI S KLEMPEL, CPA",SEATTLE,WA,6050,05/20/2014,06/30/2020,Sole Proprietorship,,
"360 ADVANCED, INC.",Saint Petersburg,FL,6054,05/28/2014,06/30/2026,Professional Corporation,,
BLUME KEENEY PLLC,Everett,WA,47939,05/27/2014,06/30/2026,Limited Liability Company,,
"KIMBERLY S KNAPP, CPA",LEWISTON,ID,6387,01/31/2017,06/30/2023,Sole Proprietorship,,
JOPARKCPA,Bellevue,WA,48274,02/06/2017,06/30/2023,Limited Liability Company,,
"BESSOLO & HAWORTH, LLP",Sherman Oaks,CA,6386,01/31/2017,06/30/2026,Limited Liability Partnership,,
"AMANDA M TAYLOR, CPA",Deltona,FL,6388,02/03/2017,06/30/2023,Sole Proprietorship,,
D WITTMERS CPA PLLC,Gig Harbor,WA,6389,02/06/2017,06/30/2026,Limited Liability Company,,
MCCULLOCH ACCOUNTANCY CORPORATION,FERNDALE,WA,6393,02/09/2017,06/30/2023,P.S. Corporation,,
"EDWARD MOAN, CPA",SEATTLE,WA,6394,02/15/2017,06/30/2023,Sole Proprietorship,,
"KEITH KIM, CPA",LAKE STEVENS,WA,48279,02/27/2017,06/30/2020,Sole Proprietorship,,
CATHLEEN L EARLEY CPA PLLC,CAMANO ISLAND,WA,6397,03/01/2017,06/30/2026,Limited Liability Company,,
"PLAN SERVICES, INC. PC",YAKIMA,WA,6398,03/23/2017,06/30/2020,P.S. Corporation,,
SUSAN S YANG CPA PC,VANCOUVER,WA,6429,05/23/2017,06/30/2026,Professional Corporation,,
JOAN C FAUBION CPA PLLC,Mukilteo,WA,6424,05/09/2017,01/17/2025,Limited Liability Company,,
M SQUARED TAX PLLC,Kirkland,WA,6426,05/17/2017,06/30/2026,Limited Liability Company,,
"OPP ENTERPRISES, P.S.",Bellevue,WA,6425,05/17/2017,06/30/2026,P.S. Corporation,,
"BENTON BRAY, PLLC",Bellevue,WA,6428,05/22/2017,06/30/2026,Limited Liability Company,,
"ROBERT JOHNSON CPA, LLC",Wenatchee,WA,6427,05/18/2017,06/30/2026,Limited Liability Company,,
DAVIS FARR LLP,Irvine,CA,6431,05/31/2017,06/30/2026,Limited Liability Partnership,,
AIHUA TAN CPA LLC,Redmond,WA,6430,05/31/2017,06/30/2026,Limited Liability Company,,
DENTAL ACCOUNTING PROFESSIONALS LLC,BELLEVUE,WA,6434,06/01/2017,06/30/2023,Limited Liability Company,,
"ROBINSON, CPA & TAX SERVICES, LLC",Puyallup,WA,6432,06/01/2017,06/30/2026,Limited Liability Company,,
"The Railsback Group, P.C.",Vancouver,WA,6433,06/01/2017,06/30/2026,Professional Corporation,,
Allen and Koe PLLC,Seattle,WA,6435,06/06/2017,06/30/2026,Limited Liability Company,,
"CHRISTOPHER HUANG CPAS, PLLC",Bellevue,WA,6436,06/16/2017,06/30/2026,Limited Liability Company,,
"ROMNEY FINANCIAL FORENSICS, LLC",Spokane,WA,6438,06/19/2017,06/30/2026,Limited Liability Company,,
"BPM LLP, DBA BPM LLP OF WASHINGTON",Walnut Creek,CA,6439,06/19/2017,06/30/2026,Limited Liability Partnership,,
"MICHAEL B. MOSS CPA, P.S.",Lake Forest Park,WA,6440,07/11/2017,06/30/2026,P.S. Corporation,,
ALDARIS CPA GROUP,Seattle,WA,6441,07/20/2017,06/30/2026,Limited Liability Company,,
"Fischback CPAs, PLLC",Issaquah,WA,6442,07/24/2017,06/30/2026,Limited Liability Company,,
TRAVIS ANDREWS CPA PLLC,Kenmore,WA,48331,08/16/2017,06/30/2026,Limited Liability Company,,
KBF CPAS,Lake Oswego,OR,6448,08/25/2017,06/30/2026,Limited Liability Partnership,,
STARYKOV TAX & ACCOUNTING LLC,VANCOUVER,WA,6451,08/30/2017,06/30/2020,Limited Liability Company,,
"WELDON TAX ADVISORS, LLC",ISSAQUAH,WA,6455,09/19/2017,06/30/2023,Limited Liability Company,,
CUC ACCOUNTING AND TAX LLC,Bellevue,WA,48342,09/28/2017,06/30/2026,Limited Liability Company,,
Capstone CPA,Silverdale,WA,6457,09/27/2017,06/30/2026,Limited Liability Company,,
"DIANE R. BERG CPA, PLLC",Liberty Lake,WA,6459,09/29/2017,06/30/2026,Limited Liability Company,,
"SKY VALLEY BUSINESS SOLUTIONS, INC",MONROE,WA,6460,10/05/2017,10/06/2022,Corporation,,
"C.O.R.E. SERVICES, LLC",VANCOUVER,WA,6461,10/09/2017,06/30/2023,Limited Liability Company,,
"FULL POINT DESIGNED SERVICES, LLC",Bellingham,WA,6462,10/12/2017,06/30/2026,Limited Liability Company,,
"KIRK ACCOUNTING SOLUTIONS, PS",Federal Way,WA,48347,10/17/2017,06/30/2026,P.S. Corporation,,
"VMC ACCOUNTING & TAX SERVICES, LLC",RENTON,WA,6464,10/24/2017,06/30/2023,Limited Liability Company,,
"ROBERT L MARSHALL, CPA",MILL CREEK,WA,48350,11/14/2017,06/30/2020,Sole Proprietorship,,
"RUSHALL, REITAL & RANDALL ACCOUNTANCY CORPORATION",SOLANA BEACH,CA,6467,11/14/2017,06/30/2023,Corporation,,
"SMITH & ASSOCIATES, INC.,P.C.",OLYMPIA,WA,48353,11/20/2017,01/16/2021,Corporation,,
"L. C. MILLER CPA, PS",Tacoma,WA,6470,11/20/2017,06/30/2026,P.S. Corporation,,
DUNCAN & SCHULER CPA PLLC,Seattle,WA,48357,12/05/2017,06/30/2026,Limited Liability Company,,
"ARMOUR & ASSOCIATES, PS",TUMWATER,WA,48355,11/27/2017,09/16/2020,P.S. Corporation,,
VICKERMAN CPA GROUP,TUMWATER,WA,6472,11/29/2017,06/30/2023,Corporation,,
"ROBERT J ERICKSON, CPA",Mercer Island,WA,6474,12/11/2017,06/30/2026,Sole Proprietorship,,
"BETH BANNON KIRSCHER, CPA",PORT ORCHARD,WA,6475,12/14/2017,06/30/2020,Sole Proprietorship,,
"ZWAINZ CPA, PLLC",REARDAN,,6476,12/19/2017,06/30/2026,Limited Liability Company,,
"ABDIWALI MOHAMED, CPA, PLLC",Seattle,WA,48362,12/26/2017,06/30/2026,Professional Corporation,,
EFG CPAS PLLC,Everett,WA,6480,12/26/2017,06/30/2023,Limited Liability Company,,
"SOUTH SOUND CPA, PLLC",Renton,WA,6479,12/26/2017,06/30/2026,Limited Liability Company,,
MT VIEW CPAS PS,Chehalis,WA,6482,12/29/2017,06/30/2026,P.S. Corporation,,
"FROST & COMPANY, PLLC",LACEY,WA,6483,01/04/2018,07/01/2021,Limited Liability Company,,
Robert J Allen CPA PLLC,Tacoma,WA,6486,01/05/2018,06/30/2027,Limited Liability Company,,
CEDAR RIVER ACCOUNTING & TAX,RENTON,WA,48372,01/12/2018,06/02/2020,Sole Proprietorship,,
"KEVIN R. BONNER, CPA, CFP®, PLLC",Burien,WA,6490,01/18/2018,06/30/2027,Limited Liability Company,,
TOOMEY & TOOMEY CPAS PLLC,BURLINGTON,WA,6485,01/05/2018,07/01/2021,Limited Liability Company,,
"JENNELLE J. RIFFE CPA, LLC",Olympia,WA,6484,01/05/2018,06/30/2027,Limited Liability Company,,
FRANK H TSE  CPA,Seattle,WA,6487,01/12/2018,06/30/2027,Sole Proprietorship,,
"GORAYA, CPA PLLC",Kent,WA,6489,01/16/2018,06/30/2027,Limited Liability Company,,
BRIAN HULL CPA,GREENACRES,WA,6495,01/30/2018,10/03/2022,Sole Proprietorship,,
"SIMPLE SUMS ACCOUNTING, PLLC",Vancouver,WA,6494,01/29/2018,01/22/2024,P.S. Corporation,,
"FLECK JURENKA, LLP",Issaquah,WA,6491,01/26/2018,06/30/2027,Limited Liability Partnership,,
"MARK A. ZAJAC, CPA",BELLINGHAM,WA,6506,02/21/2018,07/01/2021,Sole Proprietorship,,
"SCOTT A ROSENGREN, CPA PLLC",Everett,WA,6493,01/29/2018,06/30/2027,Limited Liability Company,,
"GREEN CPA, PLLC",Spokane Valley,WA,6492,01/29/2018,06/30/2027,Limited Liability Company,,
LAKESIDE CPA PLLC,Kirkland,WA,6498,02/12/2018,06/30/2027,Limited Liability Company,,
DAVID W HINGSTON INC PS,Lynnwood,WA,6496,02/05/2018,06/30/2027,P.S. Corporation,,
EMERALD NW CPA,SEATTLE,WA,48385,02/13/2018,07/01/2021,Limited Liability Company,,
BARNES & CHRISTOFANELLI,Vancouver,WA,6503,02/14/2018,06/30/2021,Limited Liability Company,,
"C.B. JOHNSON & ASSOCIATES, PLLC",Walla Walla,WA,6497,02/06/2018,06/30/2027,Limited Liability Company,,
ROBERTSON CONSULTING LLC,Seattle,WA,6499,02/12/2018,06/30/2027,Limited Liability Company,,
"TODD J. KOOIMAN, CPA, P.S.",Seattle,WA,47541,07/18/2011,06/30/2026,Corporation,,
"TAMMY A. ERICKSON CPA, PS",SEATTLE,WA,5649,07/18/2011,06/30/2023,P.S. Corporation,,
"TAFT D. KORTUS, P.S.",Seattle,WA,5650,07/18/2011,06/30/2026,P.S. Corporation,,
"JEFF D. DIELEMAN, PS",Seattle,WA,5658,07/26/2011,06/30/2026,P.S. Corporation,,
RLP TAX AND ACCOUNTING PLLC,Bellevue,WA,5660,08/05/2011,06/30/2026,Limited Liability Company,,
"BELLINGHAM CPA TAXES & ACCOUNTING, LLC",Bellingham,WA,5673,10/11/2011,06/30/2026,Limited Liability Company,,
BRENT C NALDER CPA PLLC,SUMNER,WA,48388,02/14/2018,01/20/2021,Limited Liability Company,,
"HARTVIGSEN CPA, PLLC",Spokane,WA,6509,03/06/2018,06/30/2027,Limited Liability Company,,
PNW FINANCIAL CONCIERGE LLC,CAMAS,WA,6510,03/15/2018,04/25/2024,Limited Liability Company,,
"TERRY CAFFEY CPA, PLLC",NEWCASTLE,WA,6517,04/27/2018,06/30/2027,Limited Liability Company,,
"ROBERTA BARGHELAME, CPA",REDMOND,WA,48395,03/28/2018,06/30/2024,Sole Proprietorship,,
DANTE J. DRIVER P.L.L.C.,SEATTLE,WA,6512,04/05/2018,01/06/2021,Limited Liability Company,,
"NEWMAN & ASSOCIATES CPA, PC",BELLEVUE,WA,48397,04/10/2018,01/17/2020,Professional Corporation,,
NANCY MCMASTER CPA PLLC,Bellingham,WA,6516,04/23/2018,06/30/2027,Limited Liability Company,,
"DAVID W REYNOLDS, CPA",Yakima,WA,6515,04/23/2018,06/30/2027,Limited Liability Company,,
ACCOUNTABILITY RESOURCES SAN JUAN ISLAND LLC,FRIDAY HARBOR,WA,6518,04/27/2018,07/01/2021,Limited Liability Company,,
"MICHAEL P. THORNTON, CPA",YAKIMA,WA,6521,05/02/2018,07/01/2021,Sole Proprietorship,,
"TURQUOISE TAX ADVISORY, LLC",Kent,WA,6522,05/29/2018,06/30/2024,Limited Liability Company,,
"REBECCA MEATS, CPA",LA CENTER,WA,6523,06/01/2018,07/01/2021,Sole Proprietorship,,
COUNTER COLUMN ACCOUNTING,SPOKANE,WA,6524,06/08/2018,07/01/2021,Limited Liability Company,,
"ELIZABETH TUCKER, CPA",Puyallup,WA,6527,06/18/2018,06/30/2027,Corporation,,
"HORIUCHI CPA GROUP, PS",Puyallup,WA,6525,06/12/2018,06/30/2027,P.S. Corporation,,
CARIGEN'S CERTIFIED PUBLIC ACCOUNTANTS,Cle Elum,WA,48410,06/14/2018,06/30/2027,Sole Proprietorship,,
"ALVAREZ & ASSOCIATES, INC., CERTIFIED PUBLIC ACCOUNTANTS",NORTHRIDGE,CA,6528,06/21/2018,06/30/2024,Professional Corporation,,
PETERSON NW CPA INC,Port Orchard,WA,6530,07/02/2018,06/30/2027,Corporation,,
